id,name,link,image
128,The Biryani Life,https://www.zomato.com/bangalore/the-biryani-life-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/19225214/aed6598e604214342deaacc7d985257f_o2_featured_v2.jpg
129,Afghani Tandoori Hub,https://www.zomato.com/bangalore/afghani-tandoori-hub-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/2/18791092/38af17cbfa7c62906d376498b852c17d_o2_featured_v2.jpg
130,Kuttanad Restaurant,https://www.zomato.com/bangalore/kuttanad-restaurant-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/7/20951957/083276c163d45672ed6af5e6fd2a76de_o2_featured_v2.jpg
131,New Krishna Sagar,https://www.zomato.com/bangalore/new-krishna-sagar-indiranagar/order,https://b.zmtcdn.com/data/pictures/chains/0/58960/69b3d51103c825a353987bf3902b4a09_o2_featured_v2.jpg
132,Olive Street Food Cafe,https://www.zomato.com/bangalore/olive-street-food-cafe-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/5/20486615/2322e1d218b11e685c6113f0bd3cd93d_o2_featured_v2.jpg
133,India Sweet House,https://www.zomato.com/bangalore/india-sweet-house-2-malleshwaram-bangalore/order,
134,ITC Master Chef Creations,https://www.zomato.com/bangalore/itc-master-chef-creations-commercial-street-bangalore/order,
135,GOPIZZA,https://www.zomato.com/bangalore/gopizza-brigade-road-bangalore/order,
136,Sagar Hotel,https://www.zomato.com/bangalore/sagar-hotel-rajajinagar/order,https://b.zmtcdn.com/data/pictures/5/55655/fd25d28828c30a7eb03e5fcf57b7173b_o2_featured_v2.jpg
137,"Frozen Bottle - Milkshakes, Desserts And Ice Cream",https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-brigade-road-bangalore/order,https://b.zmtcdn.com/data/pictures/5/18625825/e6b0fa06a95bfcdbe3f206343d23e2a9_o2_featured_v2.jpg
138,Szechuan Dragon,https://www.zomato.com/bangalore/szechuan-dragon-banashankari/order,https://b.zmtcdn.com/data/pictures/chains/5/57325/c7ce215978e8411c1aedc9440814e46d_o2_featured_v2.jpg
139,Meat And Eat,https://www.zomato.com/bangalore/meat-and-eat-domlur/order,https://b.zmtcdn.com/data/pictures/chains/0/57840/2f32447aa2aef630ebdf6005b2a822a3_o2_featured_v2.jpg
140,Biggies Burger,https://www.zomato.com/bangalore/biggies-burger-seshadripuram-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/58829/84678be832c8681b3c4ac007cd32fdbe_o2_featured_v2.jpg
141,Barbeque Nation,https://www.zomato.com/bangalore/barbeque-nation-ulsoor-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/50066/a9b023aacfd87c1074966fc4c4d31146_o2_featured_v2.jpg
142,Aubree,https://www.zomato.com/bangalore/aubree-mg-road-bangalore/order,
143,Paris Panini - Gourmet Sandwiches & Wraps,https://www.zomato.com/bangalore/paris-panini-gourmet-sandwiches-wraps-church-street-bangalore/order,
144,IDC Kitchen,https://www.zomato.com/bangalore/idc-kitchen-1-residency-road-bangalore/order,
145,Punjabi Unplugged,https://www.zomato.com/bangalore/punjabi-unplugged-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/18926789/82348442ca59d2d00fdac02e45821a32_o2_featured_v2.jpg
146,Sweet Truth - Cake and Desserts,https://www.zomato.com/bangalore/sweet-truth-cake-and-desserts-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/3/18551643/8ce8cf60f74ee6f58fe9f345eb97d671_o2_featured_v2.jpg
147,Apna Dhaba,https://www.zomato.com/bangalore/apna-dhaba-basavanagudi-bangalore/order,https://b.zmtcdn.com/data/pictures/4/20127954/4d3603cb629eed21ecec15032783e960_o2_featured_v2.jpg
148,Swathi Restaurant,https://www.zomato.com/bangalore/swathi-restaurant-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/8/50948/c0f6b07b1773478590a1f9951de2371a_o2_featured_v2.jpg
149,WOW! China,https://www.zomato.com/bangalore/wow-china-church-street-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/19527262/1987b9ddce50a04e3e59506b4f6a817a_o2_featured_v2.jpg
150,Donne Biryani Adda,https://www.zomato.com/bangalore/donne-biryani-adda-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19684181/14dddc8d4d8c5d55bd6ab839752e787f_o2_featured_v2.jpg
151,Goila Butter Chicken,https://www.zomato.com/bangalore/goila-butter-chicken-koramangala-6th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/19648459/21a1b09c62f1c1d3cdf5d45bb91aff05_o2_featured_v2.jpg
152,Dum Safar Biryani,https://www.zomato.com/bangalore/dum-safar-biryani-ulsoor-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/20378065/ab99f112364707fb94d7514c0bc2f07a_o2_featured_v2.jpg
153,Sri Srinivas Pork Hotel,https://www.zomato.com/bangalore/sri-srinivas-pork-hotel-ejipura-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/18925821/14a1343fef4caf89a57efe8077b3642c_o2_featured_v2.jpg
154,Hotel Karavali Food Point,https://www.zomato.com/bangalore/hotel-karavali-food-point-vijay-nagar/order,https://b.zmtcdn.com/data/pictures/4/18503724/1fef7179a2c2677cf8132ea2571b99b8_o2_featured_v2.jpg
155,Chef Bakers,https://www.zomato.com/bangalore/chef-bakers-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/9/19131739/47fe607d9a47f0a184a9c2b8f7882005_o2_featured_v2.jpg
156,Zomoz - The Momo Company,https://www.zomato.com/bangalore/zomoz-the-momo-company-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19466396/bd4963291693aa042930cdbcccc37033_o2_featured_v2.jpg
157,Jose Mess,https://www.zomato.com/bangalore/jose-mess-1-btm-bangalore/order,
158,The Good Bowl,https://www.zomato.com/bangalore/the-good-bowl-shanti-nagar-bangalore/order,
159,Louis Burger,https://www.zomato.com/bangalore/louis-burger-koramangala-7th-block-bangalore/order,
160,Auntie Fung's,https://www.zomato.com/bangalore/auntie-fungs-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/0/60340/8540a7bffb9ced7eb20f735d1794750d_o2_featured_v2.jpg
161,Magnolia Bakery,https://www.zomato.com/bangalore/magnolia-bakery-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19257266/c2c3d57192b7825a6602c3fdbc5a4847_o2_featured_v2.jpg
162,Raidan Restaurant,https://www.zomato.com/bangalore/raidan-restaurant-1-frazer-town-bangalore/order,https://b.zmtcdn.com/data/pictures/6/20822806/7a68b5dc6acee06c07c6778800475a51_o2_featured_v2.jpg
163,Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar/order,https://b.zmtcdn.com/data/pictures/8/18418538/a4b29277fda825f1436e1cd2a9a5bf4a_o2_featured_v2.jpg
164,Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-cunningham-road-bangalore/order,https://b.zmtcdn.com/data/pictures/2/20011372/71ea363befeacbe471f1e87640fabbef_o2_featured_v2.jpg
165,Bhartiya Jalpan - Since 1945,https://www.zomato.com/bangalore/bhartiya-jalpan-since-1945-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/3/18455573/20b5a689ddc09f15153f2e21de4129c0_o2_featured_v2.jpg
166,Hyderabad Biryani Hotel,https://www.zomato.com/bangalore/hyderabad-biryani-hotel-malleshwaram-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/18720661/9567525600411421cd2bc011e5fab8ca_o2_featured_v2.jpg
167,Le Arabia,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/0/18480520/6154a7284749b9bf1443eb3b431c09cb_o2_featured_v2.jpg
168,New Punjabi Hotel,https://www.zomato.com/bangalore/new-punjabi-hotel-indiranagar/order,https://b.zmtcdn.com/data/pictures/7/56697/df97d0364cba5de54433fcc92067fcdb_o2_featured_v2.jpg
169,Odia Dine,https://www.zomato.com/bangalore/odia-dine-airport-road/order,https://b.zmtcdn.com/data/pictures/6/18587916/0dcb041a192c757ce952ae07f62ba6cb_o2_featured_v2.jpg
170,Cream Stone Ice Cream,https://www.zomato.com/bangalore/cream-stone-ice-cream-frazer-town-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/59536/478ebd9d415f56fbe5e7490a1ee67060_o2_featured_v2.jpg
171,Al Zara Mandi Arabian Restaurant,https://www.zomato.com/bangalore/al-zara-mandi-arabian-restaurant-frazer-town-bangalore/order,https://b.zmtcdn.com/data/pictures/9/19314149/c40a6b8d075b55813a190eda2f204eba_o2_featured_v2.jpg
172,New Ambur Biryani Point,https://www.zomato.com/bangalore/new-ambur-biryani-point-1-koramangala-1st-block-bangalore/order,
173,Just Bake,https://www.zomato.com/bangalore/just-bake-seshadripuram/order,
174,Kirti Kitchen,https://www.zomato.com/bangalore/kirti-kitchen-btm-bangalore/order,
175,Ande Ka Funda,https://www.zomato.com/bangalore/ande-ka-funda-2-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/53311/51e158e2050489f2d680cfa56ea18198_o2_featured_v2.jpg
176,Ghee Tadka Khichdi,https://www.zomato.com/bangalore/ghee-tadka-khichdi-seshadripuram-bangalore/order,https://b.zmtcdn.com/data/pictures/1/20194611/d0485412de1379114fd2e06bbd6a6605_o2_featured_v2.jpg
177,99 Varieties Dosa & Pav Bhaji,https://www.zomato.com/bangalore/99-varieties-dosa-pav-bhaji-koramangala-6th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/2/18902052/ce1f4706d9d03bcbf3660a2e47b3392a_o2_featured_v2.jpg
178,The Cake Deluxe,https://www.zomato.com/bangalore/the-cake-deluxe-basavanagudi-bangalore/order,https://b.zmtcdn.com/data/pictures/7/20429827/193bc4b2693cf6190e53e831961b1216_o2_featured_v2.jpg
179,Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/8/55118/3c48bd962bbd79c46468fc634d684ed8_o2_featured_v2.jpg
180,Aattutheeram Kerala Restaurant,https://www.zomato.com/bangalore/aattutheeram-kerala-restaurant-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/7/20951807/37cd5c9128271d71db7a8617a02293df_o2_featured_v2.jpg
181,Daily Sushi,https://www.zomato.com/bangalore/daily-sushi-church-street-bangalore/order,
182,Bake and Juice,https://www.zomato.com/bangalore/bake-and-juice-hosur-road-bangalore/order,
183,Biryani Pot,https://www.zomato.com/bangalore/biryani-pot-btm/order,
184,Nashville Fried Chicken - NFC,https://www.zomato.com/bangalore/nashville-fried-chicken-nfc-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/6/20890746/e048a322ba211ae790c481f2aa18b41d_o2_featured_v2.jpg
185,The Dessert Heaven - Pure Veg,https://www.zomato.com/bangalore/the-dessert-heaven-pure-veg-hosur-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/20005245/3b0a9026db528af0f6ef94d7db964d7b_o2_featured_v2.jpg
186,Swad Punjab Da,https://www.zomato.com/bangalore/swad-punjab-da-btm/order,https://b.zmtcdn.com/data/pictures/chains/8/56488/1ffb5327dca50ed776e662d92b73829e_o2_featured_v2.jpg
187,The Dessert Zone,https://www.zomato.com/bangalore/the-dessert-zone-vasanth-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/19808041/e565f051e03ee22fe5ede29783e34907_o2_featured_v2.jpg
188,Toscano,https://www.zomato.com/bangalore/toscano-lavelle-road/order,https://b.zmtcdn.com/data/pictures/chains/9/51029/cc037165e0cde3d1c6bdfb2167813d7f_o2_featured_v2.jpg
189,Agrawal's Kitchen,https://www.zomato.com/bangalore/agrawals-kitchen-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/0/20481650/dba3bfa173ec4b566fbc248bc3c406c3_o2_featured_v2.jpg
190,Olio - The Wood Fired Pizzeria,https://www.zomato.com/bangalore/olio-the-wood-fired-pizzeria-vasanth-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/20243765/ee5b7ea6aaf1e7488e975e16612f4126_o2_featured_v2.jpg
191,Kunafa World,https://www.zomato.com/bangalore/kunafa-world-frazer-town-bangalore/order,https://b.zmtcdn.com/data/pictures/7/19168677/f141adefe75f49e49befa49b62139463_o2_featured_v2.jpg
192,Gokul Veg,https://www.zomato.com/bangalore/gokul-veg-basavanagudi/order,https://b.zmtcdn.com/data/pictures/chains/5/53045/529544ff702575d85a46df1a3472423c_o2_featured_v2.jpg
193,Delicacy,https://www.zomato.com/bangalore/delicacy-frazer-town/order,https://b.zmtcdn.com/data/pictures/chains/0/50360/cf530aebe103065d6878c3c001b315ea_o2_featured_v2.jpg
194,ibaco,https://www.zomato.com/bangalore/ibaco-brigade-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/8/53198/995145af92d5d5004cc7e180d4d104c1_o2_featured_v2.jpg
195,1947,https://www.zomato.com/bangalore/1947-malleshwaram/order,https://b.zmtcdn.com/data/pictures/chains/1/50001/48b4b81e62cbbf6f5ef554ecd11cb83f_o2_featured_v2.jpg
196,Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-brigade-road/order,
197,Biryani Blues,https://www.zomato.com/bangalore/biryani-blues-church-street-bangalore/order,
198,Pathaan Sir,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order,
199,Anjappar,https://www.zomato.com/bangalore/anjappar-brigade-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/50045/05db4edf81caa2fc3b6d6a6f4f098fc3_o2_featured_v2.jpg
200,Art of Delight,https://www.zomato.com/bangalore/art-of-delight-residency-road/order,https://b.zmtcdn.com/data/pictures/chains/0/57750/147c867d0e9b1d02295ab131ad683d54_o2_featured_v2.jpg
201,Marwadi Chaat Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/3/19603413/2fabf429fc0d523d1aa247adec60ee26_o2_featured_v2.jpg
202,Sendhoor Coffee,https://www.zomato.com/bangalore/sendhoor-coffee-banaswadi-bangalore/order,https://b.zmtcdn.com/data/pictures/6/20354786/3035d46cd54060ccd6b970d56c9099da_o2_featured_v2.jpg
203,Brik Oven,https://www.zomato.com/bangalore/brik-oven-church-street/order,https://b.zmtcdn.com/data/pictures/chains/0/18224650/e0d8034397fb87a8c6ab19baa24ba947_o2_featured_v2.jpg
204,Razakhiya Hotel,https://www.zomato.com/bangalore/razakhiya-hotel-hbr-layout-bangalore/order,https://b.zmtcdn.com/data/pictures/4/18756414/d401a4d568926cf73a227b0d643d8529_o2_featured_v2.jpg
205,Sri Vishnu Park,https://www.zomato.com/bangalore/sri-vishnu-park-btm/order,https://b.zmtcdn.com/data/pictures/chains/9/18604159/521274cb47fad4423069a8b060ac36ff_o2_featured_v2.jpg
206,Marwadi Chaat & Tiffin Services,https://www.zomato.com/bangalore/marwadi-chaat-tiffin-services-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/5/18844845/6d0c3a46f2de88eeb3bb11357443cf8f_o2_featured_v2.jpg
207,Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-lavelle-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/3/56603/163aa2d5720ce597203370afb1357c90_o2_featured_v2.jpg
208,Hotel Moonlight,https://www.zomato.com/bangalore/hotel-moonlight-1-malleshwaram/order,https://b.zmtcdn.com/data/pictures/9/51809/6aca3ce476de62de2aebc95fac958af8_o2_featured_v2.jpg
209,Cheesecake & Co.,https://www.zomato.com/bangalore/cheesecake-co-koramangala-8th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/3/20254383/fdf55a68e6dd1e2e88d3f60ec56ef6f2_o2_featured_v2.jpg
210,Andhra Ruchulu,https://www.zomato.com/bangalore/andhra-ruchulu-sankey-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/18546351/1f4596f080848c650f639e2986da0244_o2_featured_v2.jpg
211,Boba Bhai,https://www.zomato.com/bangalore/boba-bhai-koramangala-7th-block-bangalore/order,
212,Biryani Crafts,https://www.zomato.com/bangalore/biryani-crafts-btm-bangalore/order,
213,Chai Point,https://www.zomato.com/bangalore/chai-point-church-street-bangalore/order,
214,Shaadi Ki Biryani Nousho Ka Naashta,https://www.zomato.com/bangalore/shaadi-ki-biryani-nousho-ka-naashta-hbr-layout-bangalore/order,https://b.zmtcdn.com/data/pictures/0/20037770/56ed24c2a43a10069e50784c6b4955ae_o2_featured_v2.jpg
215,Royal Biryani Kitchen,https://www.zomato.com/bangalore/royal-biryani-kitchen-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/5/18769675/5dc3cdac140e735441ca350281577d14_o2_featured_v2.jpg
216,Momoz,https://www.zomato.com/bangalore/momoz-rt-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/51794/563a94a8763bb18e32e21a000fcdc693_o2_featured_v2.jpg
217,Biryani Trip - Destination Hyderabad,https://www.zomato.com/bangalore/biryani-trip-destination-hyderabad-seshadripuram-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/4/18854314/d37f2bfbcf15e43f180d92fa3136824f_o2_featured_v2.jpg
218,Chung Wah,https://www.zomato.com/bangalore/chung-wah-residency-road/order,https://b.zmtcdn.com/data/pictures/0/50270/e9c80194d895b37096f5779cc6120278_o2_featured_v2.jpg
219,New Shanthi Sagar,https://www.zomato.com/bangalore/new-shanthi-sagar-rajajinagar-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/3/59013/1258745bb387d074e0df89228374f1f2_o2_featured_v2.jpg
220,Oru Vadakkan Cafe,https://www.zomato.com/bangalore/oru-vadakkan-cafe-koramangala-5th-block-bangalore/order,
221,Smoky Docky,https://www.zomato.com/bangalore/smoky-docky-sanjay-nagar-bangalore/order,
222,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-airport-road-bangalore/order,
223,Nisarga,https://www.zomato.com/bangalore/nisarga-vijay-nagar/order,https://b.zmtcdn.com/data/pictures/7/51487/ae9c8c6f23c572aa7e157b21b4f0db25_o2_featured_v2.jpg
224,Cafe Grill,https://www.zomato.com/bangalore/cafe-grill-jeevan-bhima-nagar/order,https://b.zmtcdn.com/data/pictures/chains/9/54519/85fc240e4339260f12e7c5d43118248c_o2_featured_v2.jpg
225,Kabab King Restaurant,https://www.zomato.com/bangalore/kabab-king-restaurant-1-banashankari-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/19200869/e3b4ba67b8f8c227c5178f241b9bb694_o2_featured_v2.jpg
226,Chaayos Chai+Snacks=Relax,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-cunningham-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/6/19184036/41012e7a6c9179c4bd5678111a7d5dd7_o2_featured_v2.jpg
227,Tomba Kitchens,https://www.zomato.com/bangalore/tomba-kitchens-ejipura-bangalore/order,https://b.zmtcdn.com/images/placeholder_200.png?output-quality=70
228,Apsara Ice Creams,https://www.zomato.com/bangalore/apsara-ice-creams-koramangala-5th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/3/18468843/b935d208a3b7a817752f02b44acc9af4_o2_featured_v2.jpg
229,Sardarji Londonwaley,https://www.zomato.com/bangalore/sardarji-londonwaley-koramangala-7th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/2/18718102/29cd9d7176f374102510ccddfac7e991_o2_featured_v2.jpg
230,Muthashy's,https://www.zomato.com/bangalore/muthashys-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/9/51239/1e5a191e8ee577af3e193ce564f7334e_o2_featured_v2.jpg
231,Kulfi Shulfi - Bombay Kulfis,https://www.zomato.com/bangalore/kulfi-shulfi-bombay-kulfis-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/9/18852679/d7488e5c917d222c651225c03e87d248_o2_featured_v2.jpg
232,Firangi Bake,https://www.zomato.com/bangalore/firangi-bake-1-shanti-nagar-bangalore/order,https://b.zmtcdn.com/data/pictures/1/19813421/3a632f0717147963d72926327cedf837_o2_featured_v2.jpg
233,Hotel Fanoos Since 1975,https://www.zomato.com/bangalore/hotel-fanoos-since-1975-richmond-road-bangalore/order,https://b.zmtcdn.com/data/pictures/3/51913/98b9dd378cdf47bdd236bae4ff2f39a9_o2_featured_v2.jpg
234,Kolkata Famous Kati Rolls,https://www.zomato.com/bangalore/kolkata-famous-kati-rolls-city-market-bangalore/order,https://b.zmtcdn.com/data/pictures/0/19802370/88d9c23ceb43d0296b053d32757c3667_o2_featured_v2.jpg
235,Kakal Kai Ruchi,https://www.zomato.com/bangalore/kakal-kai-ruchi-rajajinagar-bangalore/order,
236,Keventers - Milkshakes & Desserts,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-brigade-road-bangalore/order,
237,Udupi Sri Krishnarajathadri,https://www.zomato.com/bangalore/udupi-sri-krishnarajathadri-malleshwaram-bangalore/order,
238,1522 - The Pub,https://www.zomato.com/bangalore/1522-the-pub-residency-road-bangalore/order,https://b.zmtcdn.com/data/pictures/3/19522703/a177d0b88734180e5b8fd81654d4c9c4_o2_featured_v2.jpg
239,Church Street Social,https://www.zomato.com/ChurchStreetSocial/order,https://b.zmtcdn.com/data/pictures/chains/8/57438/c542f09c9cdf291317bf4dc6fe240045_o2_featured_v2.jpg
240,Empire Juices and Desserts,https://www.zomato.com/bangalore/empire-juices-and-desserts-brigade-road-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/1/18796821/a4695c4429021ffaffcd06a82d546778_o2_featured_v2.jpg
241,Laddoos,https://www.zomato.com/bangalore/laddoos-jeevan-bhima-nagar/order,https://b.zmtcdn.com/data/pictures/chains/6/52036/fc4bc4ca46bc8fa72566700c036c82ba_o2_featured_v2.jpg
242,Hari Super Sandwich,https://www.zomato.com/bangalore/hari-super-sandwich-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/1/18889301/25ed2f2cbe95b0f5b80b9d95577939be_o2_featured_v2.jpg
243,Grameen Kulfi,https://www.zomato.com/bangalore/grameen-kulfi-koramangala-8th-block-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/8/20407208/12c3ff95fc297ac8aa7e8dbdf713d79f_o2_featured_v2.jpg
244,Kailash Parbat,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/9/53189/6d040e4ee0e9d7f3dd064ffa64d3b760_o2_featured_v2.jpg
245,Rolls Kitchen,https://www.zomato.com/bangalore/rolls-kitchen-rajajinagar/order,https://b.zmtcdn.com/data/pictures/chains/9/58799/d8783879a216f7199ea1ab49f370be82_o2_featured_v2.jpg
246,UBQ by Barbeque Nation,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-ulsoor-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/18856895/073c15ec4483d1fe0f30ecbac37ef440_o2_featured_v2.jpg
247,Little Baghdad,https://www.zomato.com/bangalore/little-baghdad-kammanahalli-bangalore/order,https://b.zmtcdn.com/data/pictures/chains/5/20550375/c47d9a111ccc6157c3110369355846a7_o2_featured_v2.jpg
248,Kabab Biryani Corner,https://www.zomato.com/bangalore/kabab-biryani-corner-richmond-road-bangalore/order,https://b.zmtcdn.com/data/pictures/0/19360780/1c03656d2a074dcc30236e09461a8772_o2_featured_v2.jpg
249,Red Bucket Biryani,https://www.zomato.com/bangalore/red-bucket-biryani-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/4/20671224/0c338598bd78a1c670d306b74e297b71_o2_featured_v2.jpg
250,Udupi Upachar,https://www.zomato.com/bangalore/udupi-upachar-banashankari-bangalore/order,
251,Khan Saheb Grills And Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-commercial-street-bangalore/order,
252,Sri Mahadeshwara Mushroom Dum Biriyani,https://www.zomato.com/bangalore/sri-mahadeshwara-mushroom-dum-biriyani-banashankari-bangalore/order,
253,Melting Cheese,https://www.zomato.com/bangalore/melting-cheese-basavanagudi-bangalore/order,https://b.zmtcdn.com/data/pictures/4/19505964/9203eb2ec0d3201527c5b2f5b17ba800_o2_featured_v2.jpg
254,China Pearl,https://www.zomato.com/bangalore/china-pearl-koramangala-6th-block/order,https://b.zmtcdn.com/data/pictures/1/50261/0f503c4545b3aa0ec49fa67ffe58dfc2_o2_featured_v2.jpg
255,Purani Dilli By Anand Sweets,https://www.zomato.com/bangalore/purani-dilli-by-anand-sweets-commercial-street-bangalore/order,https://b.zmtcdn.com/data/pictures/3/20532223/10ad0dbc4ce4cd4c711a7d0013168099_o2_featured_v2.jpg
256,Dum Biryani Hub,https://www.zomato.com/bangalore/dum-biryani-hub-btm-bangalore/order,https://b.zmtcdn.com/data/pictures/3/18791223/345fa7a04e620a74c0601872448f77aa_o2_featured_v2.jpg
257,Jai Bhavani Dhaba,https://www.zomato.com/bangalore/jai-bhavani-dhaba-indiranagar-bangalore/order,https://b.zmtcdn.com/data/pictures/4/19544664/a876302cc360f74b8b4e4195528e484c_o2_featured_v2.jpg
